Batch_ID,Product_Type,Production_Line,Machine_ID,Workers_Assigned,Raw_Material_Quantity,Batch_Size,Production_Priority,Quality_Check_Level,Machine_Load,Temperature_Control,Shift,Processing_Time,Worker_Wage_Rate_INR_per_Min,Machine_Usage_Rate_INR_per_Min,Raw_Material_Cost_INR,Batch_Cost_INR,Production_Timestamp
B2979,OncoDrug_A,Line_1,M1,2,174.64,140,Low,Critical,0.4,Controlled_Adjustment,Night,71.44,3.05,19.52,18944.59,20774.64,22/03/2024 14:00
B2980,OncoDrug_D,Line_1,M4,6,162.31,183,High,Critical,0.42,Minor_Fluctuation,Morning,68.57,3.42,8.57,13416.38,15409.49,22/03/2024 16:00
B2981,OncoDrug_B,Line_2,M5,4,95.46,111,Medium,Standard,0.82,Minor_Fluctuation,Night,53.38,3.07,8.6,7925.19,9039.05,22/03/2024 18:00
B2982,OncoDrug_C,Line_4,M4,3,180.72,97,Low,Standard,0.55,Controlled_Adjustment,Night,45.27,2.1,9.28,22859.01,23564.46,22/03/2024 20:00
B2983,OncoDrug_D,Line_2,M2,3,229.85,98,Medium,Standard,0.8,Minor_Fluctuation,Morning,47.5,2.6,18.83,20079.19,21344.28,22/03/2024 22:00
B2984,OncoDrug_C,Line_2,M4,4,112.52,111,High,Standard,0.83,Stable,Night,38.92,3.52,15.77,15088.73,16249.85,23/03/2024 00:00
B2985,OncoDrug_D,Line_4,M2,5,213.33,75,High,Standard,0.44,Controlled_Adjustment,Evening,29.2,2.93,17.88,19639.88,20590.34,23/03/2024 02:00
B2986,OncoDrug_D,Line_2,M2,3,128.05,149,Medium,Strict,0.7,Stable,Morning,66.32,3.42,12.22,18470.83,19960.82,23/03/2024 04:00
B2987,OncoDrug_B,Line_2,M4,6,186.46,130,Low,Strict,0.8,Stable,Evening,67.52,2.95,10.5,23482.21,25386.27,23/03/2024 06:00
B2988,OncoDrug_B,Line_3,M2,6,211.69,93,High,Critical,0.91,Minor_Fluctuation,Evening,62.46,2.08,16.82,23500.79,25331.91,23/03/2024 08:00
B2989,OncoDrug_B,Line_1,M3,2,132.05,142,Low,Critical,0.46,Minor_Fluctuation,Night,75.54,3.57,10.28,18148.46,19464.11,23/03/2024 10:00
B2990,OncoDrug_C,Line_1,M3,7,166.45,185,Medium,Critical,0.65,Stable,Night,82.95,3.62,17.28,23389.16,26922.83,23/03/2024 12:00
B2991,OncoDrug_D,Line_2,M4,6,198.88,132,Low,Standard,0.74,Stable,Night,52.86,2.87,19.92,17748.83,19710.81,23/03/2024 14:00
B2992,OncoDrug_D,Line_4,M2,7,124.61,147,Medium,Standard,0.9,Minor_Fluctuation,Morning,53.52,2.33,10.35,10813.38,12241.48,23/03/2024 16:00
B2993,OncoDrug_C,Line_4,M4,3,243.52,179,Medium,Strict,0.65,Minor_Fluctuation,Morning,77.14,3.65,12.87,36211.9,38049.11,23/03/2024 18:00
B2994,OncoDrug_B,Line_2,M5,6,212.61,152,Low,Strict,0.67,Controlled_Adjustment,Evening,63.25,2.02,9.8,24479.45,25864.62,23/03/2024 20:00
B2995,OncoDrug_D,Line_4,M4,3,235.47,86,High,Critical,0.67,Minor_Fluctuation,Morning,49.61,2.88,12.6,21745.33,22799.54,23/03/2024 22:00
B2996,OncoDrug_C,Line_2,M4,4,172.1,100,Medium,Standard,0.52,Minor_Fluctuation,Morning,36.38,3.37,17.78,21429.07,22565.95,24/03/2024 00:00
B2997,OncoDrug_A,Line_1,M3,3,94.07,142,Medium,Critical,0.5,Controlled_Adjustment,Evening,61.94,3.57,11.63,12531.58,13914.9,24/03/2024 02:00
B2998,OncoDrug_A,Line_3,M1,5,215.09,82,Medium,Critical,0.55,Minor_Fluctuation,Morning,50.66,3.65,11.7,18824.7,20341.96,24/03/2024 04:00
B2999,OncoDrug_A,Line_3,M1,2,239.41,106,High,Critical,0.92,Stable,Night,68.82,2.2,14.65,24218.54,25529.56,24/03/2024 06:00
B3000,OncoDrug_D,Line_3,M4,7,123.38,132,High,Standard,0.7,Controlled_Adjustment,Evening,37.52,2.7,11.78,10502.19,11653.42,24/03/2024 08:00
B3001,OncoDrug_C,Line_4,M4,5,128.4,90,High,Strict,0.6,Controlled_Adjustment,Evening,42.28,2.03,15.68,17045.67,18138.61,24/03/2024 10:00
B3002,OncoDrug_B,Line_4,M5,3,219.3,123,High,Critical,0.41,Minor_Fluctuation,Morning,62.07,2.6,9.83,24914.45,26008.95,24/03/2024 12:00
B3003,OncoDrug_C,Line_1,M4,3,108.75,63,Medium,Strict,0.87,Minor_Fluctuation,Morning,47.06,2.0,13.42,15775.29,16689.04,24/03/2024 14:00
B3004,OncoDrug_B,Line_2,M5,4,134.51,121,Medium,Critical,0.54,Stable,Night,62.7,3.15,11.73,13837.87,15363.57,24/03/2024 16:00
B3005,OncoDrug_A,Line_2,M5,7,93.54,150,Low,Standard,0.61,Stable,Morning,51.49,3.28,18.98,9807.76,11968.62,24/03/2024 18:00
B3006,OncoDrug_C,Line_2,M4,6,101.45,91,Medium,Strict,0.75,Controlled_Adjustment,Evening,45.76,3.33,9.32,13538.2,14879.73,24/03/2024 20:00
B3007,OncoDrug_D,Line_2,M1,2,183.02,97,High,Critical,0.43,Stable,Night,50.07,3.27,17.83,25928.83,27148.87,24/03/2024 22:00
B3008,OncoDrug_C,Line_3,M3,6,115.33,116,Medium,Standard,0.7,Minor_Fluctuation,Night,44.98,3.07,12.78,15058.2,16460.83,25/03/2024 00:00
B3009,OncoDrug_C,Line_1,M2,7,98.04,84,Low,Critical,0.75,Controlled_Adjustment,Evening,56.46,2.03,9.13,12326.16,13645.44,25/03/2024 02:00
B3010,OncoDrug_C,Line_4,M2,4,141.9,61,Low,Strict,0.84,Minor_Fluctuation,Morning,44.53,3.0,17.67,11755.19,13076.24,25/03/2024 04:00
B3011,OncoDrug_C,Line_3,M3,5,123.64,102,High,Strict,0.56,Minor_Fluctuation,Evening,43.88,3.12,11.28,11201.65,12380.56,25/03/2024 06:00
B3012,OncoDrug_A,Line_2,M3,3,169.52,139,Medium,Strict,0.55,Controlled_Adjustment,Evening,58.44,3.62,9.4,17367.66,18551.07,25/03/2024 08:00
B3013,OncoDrug_B,Line_2,M3,2,121.82,185,Low,Critical,0.67,Stable,Morning,92.35,3.0,18.42,16681.84,18936.72,25/03/2024 10:00
B3014,OncoDrug_A,Line_3,M5,7,116.48,90,Low,Strict,0.5,Stable,Evening,40.36,3.63,11.33,9976.12,11460.03,25/03/2024 12:00
B3015,OncoDrug_D,Line_2,M1,6,119.79,194,Low,Strict,0.91,Controlled_Adjustment,Evening,82.88,2.85,16.2,14057.72,16817.62,25/03/2024 14:00
B3016,OncoDrug_D,Line_4,M5,5,147.37,113,High,Critical,0.59,Controlled_Adjustment,Evening,50.09,3.63,16.42,16645.85,18378.13,25/03/2024 16:00
B3017,OncoDrug_B,Line_2,M2,4,212.15,86,Low,Critical,0.58,Controlled_Adjustment,Night,61.61,2.57,19.05,19380.0,21186.2,25/03/2024 18:00
B3018,OncoDrug_C,Line_2,M1,6,108.63,181,High,Standard,0.5,Stable,Morning,50.93,3.03,16.72,10741.21,12519.52,25/03/2024 20:00
B3019,OncoDrug_C,Line_4,M3,5,171.9,125,Low,Strict,0.66,Controlled_Adjustment,Morning,64.84,2.62,18.27,19687.69,21720.42,25/03/2024 22:00
B3020,OncoDrug_A,Line_2,M4,6,167.49,182,Low,Standard,0.77,Stable,Morning,65.68,2.68,11.73,14817.72,16645.81,26/03/2024 00:00
B3021,OncoDrug_A,Line_1,M2,4,141.67,78,Medium,Critical,0.78,Minor_Fluctuation,Night,55.84,3.37,17.75,13066.98,14810.12,26/03/2024 02:00
B3022,OncoDrug_C,Line_4,M2,3,223.03,61,High,Critical,0.78,Controlled_Adjustment,Evening,49.43,3.32,17.03,22311.28,23645.07,26/03/2024 04:00
B3023,OncoDrug_C,Line_3,M3,6,111.14,106,Medium,Strict,0.71,Minor_Fluctuation,Morning,48.18,2.87,18.63,15213.0,16939.45,26/03/2024 06:00
B3024,OncoDrug_C,Line_1,M2,2,232.16,193,Medium,Strict,0.78,Minor_Fluctuation,Night,84.22,2.18,8.7,26194.78,27295.26,26/03/2024 08:00
B3025,OncoDrug_C,Line_2,M5,7,141.81,118,Medium,Strict,0.77,Minor_Fluctuation,Night,50.25,2.95,11.92,13089.44,14725.91,26/03/2024 10:00
B3026,OncoDrug_B,Line_3,M2,2,95.22,114,Medium,Standard,0.6,Minor_Fluctuation,Morning,38.77,2.85,13.95,13375.98,14137.81,26/03/2024 12:00
B3027,OncoDrug_A,Line_4,M1,4,110.91,103,High,Critical,0.46,Stable,Morning,46.46,3.05,12.18,12318.48,13451.33,26/03/2024 14:00
B3028,OncoDrug_A,Line_4,M3,5,146.36,175,High,Standard,0.66,Stable,Evening,49.4,3.1,18.08,18509.4,20168.41,26/03/2024 16:00
B3029,OncoDrug_C,Line_3,M2,3,116.74,123,Low,Critical,0.51,Stable,Morning,64.51,3.57,17.83,9527.65,11368.34,26/03/2024 18:00
B3030,OncoDrug_C,Line_4,M4,4,168.48,88,High,Standard,0.4,Minor_Fluctuation,Morning,32.07,3.5,15.27,17483.97,18422.55,26/03/2024 20:00
B3031,OncoDrug_D,Line_3,M2,4,223.2,80,Low,Strict,0.86,Controlled_Adjustment,Morning,63.78,3.57,11.87,31802.6,33469.39,26/03/2024 22:00
B3032,OncoDrug_D,Line_4,M2,3,125.54,147,Medium,Critical,0.67,Minor_Fluctuation,Morning,69.93,3.1,15.8,18485.55,20240.79,27/03/2024 00:00
B3033,OncoDrug_B,Line_1,M4,7,123.71,81,Low,Strict,0.6,Stable,Morning,43.7,2.93,10.68,17702.53,19066.7,27/03/2024 02:00
B3034,OncoDrug_B,Line_4,M1,2,145.2,199,High,Standard,0.76,Stable,Morning,55.82,2.47,13.73,12006.0,13047.98,27/03/2024 04:00
B3035,OncoDrug_A,Line_3,M4,2,179.04,156,Low,Standard,0.67,Minor_Fluctuation,Morning,67.65,2.15,16.18,14482.92,15868.62,27/03/2024 06:00
B3036,OncoDrug_A,Line_2,M4,6,155.95,173,Medium,Standard,0.43,Stable,Night,51.49,3.58,12.45,22970.68,24718.77,27/03/2024 08:00
B3037,OncoDrug_C,Line_1,M5,4,230.24,130,High,Strict,0.46,Stable,Morning,51.57,3.42,16.53,23848.06,25405.47,27/03/2024 10:00
B3038,OncoDrug_C,Line_2,M5,7,126.19,155,High,Strict,0.44,Minor_Fluctuation,Morning,51.14,2.85,10.52,17452.44,19010.5,27/03/2024 12:00
B3039,OncoDrug_C,Line_4,M1,2,126.96,97,Low,Standard,0.71,Controlled_Adjustment,Morning,46.15,2.42,8.97,13062.46,13699.33,27/03/2024 14:00
B3040,OncoDrug_A,Line_3,M5,3,175.45,79,Low,Strict,0.52,Minor_Fluctuation,Evening,50.15,3.48,9.77,20033.32,21047.18,27/03/2024 16:00
B3041,OncoDrug_A,Line_2,M3,5,173.38,124,Low,Strict,0.83,Controlled_Adjustment,Evening,65.84,2.03,10.23,22622.25,23965.39,27/03/2024 18:00
B3042,OncoDrug_A,Line_3,M4,3,175.26,137,Low,Critical,0.83,Controlled_Adjustment,Night,80.43,3.2,19.2,19265.45,21581.83,27/03/2024 20:00
B3043,OncoDrug_B,Line_2,M3,6,100.28,106,Medium,Standard,0.48,Stable,Morning,40.32,2.53,15.25,11478.12,12705.86,27/03/2024 22:00
B3044,OncoDrug_D,Line_2,M5,6,214.14,131,Low,Strict,0.62,Stable,Night,60.77,2.02,12.9,25988.54,27507.79,28/03/2024 00:00
B3045,OncoDrug_D,Line_3,M2,3,207.23,129,Medium,Strict,0.65,Stable,Night,59.09,3.47,16.42,30240.35,31824.95,28/03/2024 02:00
B3046,OncoDrug_D,Line_1,M1,5,199.67,110,Medium,Strict,0.71,Minor_Fluctuation,Evening,58.91,3.33,15.33,22257.51,24142.63,28/03/2024 04:00
B3047,OncoDrug_A,Line_3,M4,2,172.24,63,Medium,Critical,0.69,Stable,Morning,54.02,3.48,16.18,14123.5,15374.06,28/03/2024 06:00
B3048,OncoDrug_B,Line_4,M5,6,99.28,92,High,Critical,0.56,Controlled_Adjustment,Evening,39.15,3.18,17.38,9851.72,11280.04,28/03/2024 08:00
B3049,OncoDrug_C,Line_3,M2,5,86.41,78,High,Strict,0.92,Minor_Fluctuation,Night,38.42,2.92,17.4,11426.84,12655.64,28/03/2024 10:00
B3050,OncoDrug_D,Line_4,M4,7,118.04,151,High,Critical,0.79,Stable,Night,65.52,2.3,19.33,15393.56,17715.15,28/03/2024 12:00
B3051,OncoDrug_C,Line_3,M4,2,100.43,76,Medium,Strict,0.67,Controlled_Adjustment,Night,45.87,2.73,8.45,9595.38,10233.74,28/03/2024 14:00
B3052,OncoDrug_B,Line_3,M1,6,168.72,60,Low,Critical,0.64,Controlled_Adjustment,Morning,52.16,2.12,14.77,16229.19,17661.85,28/03/2024 16:00
B3053,OncoDrug_C,Line_2,M2,3,127.78,141,Low,Standard,0.83,Stable,Evening,60.39,3.57,17.4,18402.08,20099.04,28/03/2024 18:00
B3054,OncoDrug_C,Line_1,M5,6,193.94,75,Low,Standard,0.82,Stable,Evening,47.62,3.28,15.6,17943.4,19624.39,28/03/2024 20:00
B3055,OncoDrug_D,Line_4,M3,2,222.9,111,Low,Strict,0.75,Minor_Fluctuation,Evening,68.2,3.25,19.27,32285.13,34042.41,28/03/2024 22:00
B3056,OncoDrug_A,Line_1,M2,4,154.47,131,High,Standard,0.77,Controlled_Adjustment,Evening,47.4,2.53,14.6,19721.18,20893.54,29/03/2024 00:00
B3057,OncoDrug_A,Line_1,M2,5,104.75,88,Medium,Standard,0.81,Stable,Morning,39.69,3.65,11.2,12802.7,13971.57,29/03/2024 02:00
B3058,OncoDrug_D,Line_1,M2,3,230.68,126,High,Strict,0.42,Minor_Fluctuation,Morning,53.38,2.37,17.75,32890.29,34216.79,29/03/2024 04:00
B3059,OncoDrug_D,Line_1,M1,6,136.56,157,Medium,Strict,0.6,Controlled_Adjustment,Morning,55.16,3.0,18.28,17512.12,19513.51,29/03/2024 06:00
B3060,OncoDrug_A,Line_1,M1,7,114.03,61,Medium,Critical,0.83,Stable,Morning,52.42,3.07,16.07,10637.47,12604.97,29/03/2024 08:00
B3061,OncoDrug_A,Line_4,M3,6,193.8,184,Low,Standard,0.49,Stable,Morning,64.62,2.1,16.17,23934.23,25793.14,29/03/2024 10:00
B3062,OncoDrug_B,Line_2,M3,6,130.83,89,Low,Standard,0.6,Minor_Fluctuation,Night,44.39,3.08,12.75,18443.11,19830.3,29/03/2024 12:00
B3063,OncoDrug_A,Line_2,M3,6,210.86,106,Medium,Strict,0.89,Stable,Night,54.86,2.7,11.82,24509.27,26046.26,29/03/2024 14:00
B3064,OncoDrug_D,Line_2,M3,3,238.83,156,Medium,Strict,0.93,Stable,Morning,74.98,2.57,8.57,27171.14,28390.81,29/03/2024 16:00
B3065,OncoDrug_C,Line_3,M5,6,164.87,141,High,Standard,0.81,Controlled_Adjustment,Night,51.05,2.98,16.42,21487.57,23239.43,29/03/2024 18:00
B3066,OncoDrug_B,Line_4,M1,6,92.3,180,Low,Standard,0.48,Minor_Fluctuation,Night,57.7,3.6,18.77,12842.3,15171.46,29/03/2024 20:00
B3067,OncoDrug_D,Line_4,M2,5,124.99,136,Medium,Strict,0.95,Controlled_Adjustment,Night,65.52,3.28,18.37,14902.35,17181.35,29/03/2024 22:00
B3068,OncoDrug_A,Line_2,M1,5,215.28,142,Low,Standard,0.7,Controlled_Adjustment,Night,61.36,3.57,8.47,17726.43,19340.2,30/03/2024 00:00
B3069,OncoDrug_D,Line_2,M3,7,154.32,105,Low,Strict,0.65,Stable,Night,59.32,3.57,11.07,13907.34,16044.84,30/03/2024 02:00
B3070,OncoDrug_A,Line_1,M2,7,236.79,168,High,Standard,0.75,Minor_Fluctuation,Morning,55.31,2.0,13.25,20760.66,22267.86,30/03/2024 04:00
B3071,OncoDrug_B,Line_4,M2,6,237.82,97,Low,Standard,0.45,Controlled_Adjustment,Morning,44.35,3.23,11.37,26727.82,28092.32,30/03/2024 06:00
B3072,OncoDrug_C,Line_2,M4,5,169.67,127,High,Critical,0.93,Minor_Fluctuation,Morning,61.49,3.57,16.13,19707.08,21795.69,30/03/2024 08:00
B3073,OncoDrug_B,Line_1,M3,4,193.1,73,High,Standard,0.49,Minor_Fluctuation,Morning,29.49,2.72,16.4,17251.78,18055.87,30/03/2024 10:00
B3074,OncoDrug_D,Line_1,M2,4,158.78,84,Medium,Strict,0.43,Stable,Night,40.75,2.58,12.57,17429.68,18362.85,30/03/2024 12:00
B3075,OncoDrug_A,Line_1,M1,2,176.06,148,Low,Standard,0.88,Minor_Fluctuation,Morning,63.92,3.15,13.95,16505.36,17799.74,30/03/2024 14:00
B3076,OncoDrug_C,Line_1,M3,6,146.56,116,Low,Critical,0.94,Minor_Fluctuation,Morning,80.15,2.93,13.37,15200.24,17682.22,30/03/2024 16:00
B3077,OncoDrug_C,Line_3,M3,7,200.49,124,High,Critical,0.56,Minor_Fluctuation,Night,58.08,2.07,19.57,16400.49,18377.15,30/03/2024 18:00
B3078,OncoDrug_C,Line_4,M4,4,187.2,197,High,Standard,0.65,Stable,Night,51.42,3.42,14.93,15295.22,16765.83,30/03/2024 20:00
B3079,OncoDrug_B,Line_3,M5,2,146.63,184,Low,Critical,0.52,Stable,Evening,87.97,2.05,12.22,18425.87,19861.25,30/03/2024 22:00
B3080,OncoDrug_D,Line_4,M5,5,114.58,87,Medium,Standard,0.92,Stable,Morning,42.06,3.6,10.72,15588.23,16796.06,31/03/2024 00:00
B3081,OncoDrug_C,Line_3,M5,6,247.68,136,Medium,Critical,0.58,Controlled_Adjustment,Evening,69.5,3.13,19.5,32288.04,34949.89,31/03/2024 02:00
B3082,OncoDrug_A,Line_2,M5,7,166.1,158,Low,Critical,0.53,Stable,Evening,82.53,2.28,12.07,18630.36,20945.33,31/03/2024 04:00
B3083,OncoDrug_D,Line_1,M2,6,179.73,189,Medium,Critical,0.92,Controlled_Adjustment,Evening,86.27,3.0,12.23,21509.43,24117.66,31/03/2024 06:00
B3084,OncoDrug_D,Line_4,M5,3,144.79,130,Medium,Standard,0.8,Minor_Fluctuation,Night,55.98,2.57,12.77,14988.63,16134.35,31/03/2024 08:00
B3085,OncoDrug_B,Line_2,M3,2,146.7,143,High,Strict,0.63,Stable,Morning,54.95,2.05,16.68,20738.1,21880.14,31/03/2024 10:00
B3086,OncoDrug_B,Line_3,M4,2,115.27,145,Low,Critical,0.78,Stable,Evening,85.11,3.02,12.48,15111.82,16687.77,31/03/2024 12:00
B3087,OncoDrug_A,Line_3,M3,4,159.0,170,Low,Strict,0.86,Minor_Fluctuation,Morning,77.07,2.83,10.72,13090.66,14790.05,31/03/2024 14:00
B3088,OncoDrug_D,Line_4,M3,6,82.32,101,Low,Standard,0.78,Stable,Night,43.72,2.6,12.22,8951.06,10167.21,31/03/2024 16:00
B3089,OncoDrug_D,Line_3,M3,6,192.45,166,Medium,Standard,0.63,Stable,Morning,59.96,3.57,18.18,15591.23,17964.64,31/03/2024 18:00
B3090,OncoDrug_D,Line_4,M4,5,148.39,91,Medium,Strict,0.5,Controlled_Adjustment,Night,44.13,3.2,10.57,18100.11,19272.5,31/03/2024 20:00
B3091,OncoDrug_A,Line_1,M3,4,207.36,99,High,Strict,0.89,Controlled_Adjustment,Evening,52.11,3.08,10.15,16812.77,17984.37,31/03/2024 22:00
B3092,OncoDrug_C,Line_3,M2,5,118.13,193,High,Critical,0.43,Controlled_Adjustment,Night,73.43,3.52,16.37,10315.54,12808.49,01/04/2024 00:00
B3093,OncoDrug_B,Line_3,M3,7,204.42,166,Medium,Standard,0.92,Controlled_Adjustment,Night,57.67,3.02,12.33,23559.21,25488.27,01/04/2024 02:00
B3094,OncoDrug_A,Line_2,M2,4,155.06,94,High,Critical,0.87,Stable,Evening,56.18,2.23,17.2,22010.08,23478.25,01/04/2024 04:00
B3095,OncoDrug_B,Line_3,M3,3,135.17,142,High,Critical,0.55,Stable,Night,65.77,3.27,10.43,11231.65,12562.4,01/04/2024 06:00
B3096,OncoDrug_D,Line_2,M3,4,132.63,139,Low,Strict,0.84,Minor_Fluctuation,Morning,67.42,2.92,8.95,17409.81,18799.79,01/04/2024 08:00
B3097,OncoDrug_D,Line_2,M1,2,195.55,108,Low,Critical,0.53,Stable,Evening,62.3,2.47,17.28,17304.23,18688.33,01/04/2024 10:00
B3098,OncoDrug_B,Line_1,M5,4,189.41,161,Medium,Standard,0.76,Controlled_Adjustment,Night,56.81,2.32,9.17,19317.28,20364.48,01/04/2024 12:00
B3099,OncoDrug_A,Line_2,M3,4,225.07,170,Low,Standard,0.45,Minor_Fluctuation,Night,64.12,3.38,10.68,29477.91,31030.69,01/04/2024 14:00
B3100,OncoDrug_B,Line_2,M5,6,246.16,138,Medium,Standard,0.54,Stable,Evening,52.46,2.47,15.73,25884.84,27486.62,01/04/2024 16:00
B3101,OncoDrug_A,Line_1,M2,3,190.13,114,Low,Strict,0.76,Stable,Evening,61.14,2.02,19.58,17491.54,19058.76,01/04/2024 18:00
B3102,OncoDrug_B,Line_4,M2,3,182.51,97,High,Critical,0.89,Minor_Fluctuation,Evening,66.44,3.52,16.28,17719.12,19501.92,01/04/2024 20:00
B3103,OncoDrug_C,Line_1,M4,7,229.41,83,Low,Standard,0.47,Controlled_Adjustment,Night,43.86,3.12,18.98,27960.79,29750.28,01/04/2024 22:00
B3104,OncoDrug_B,Line_2,M5,6,84.45,88,Low,Standard,0.63,Minor_Fluctuation,Morning,36.58,2.7,14.67,8836.62,9965.73,02/04/2024 00:00
B3105,OncoDrug_C,Line_1,M3,2,208.77,165,High,Standard,0.55,Minor_Fluctuation,Evening,54.76,2.88,10.43,25696.29,26583.4,02/04/2024 02:00
B3106,OncoDrug_C,Line_1,M4,4,197.01,67,High,Critical,0.57,Minor_Fluctuation,Night,39.06,3.53,19.57,19865.91,21182.23,02/04/2024 04:00
B3107,OncoDrug_D,Line_4,M1,6,103.29,70,Medium,Critical,0.57,Minor_Fluctuation,Morning,42.92,2.67,11.55,10237.93,11420.37,02/04/2024 06:00
B3108,OncoDrug_B,Line_3,M2,4,157.41,165,High,Critical,0.59,Stable,Evening,65.09,2.32,16.88,20233.85,21935.95,02/04/2024 08:00
B3109,OncoDrug_B,Line_4,M2,4,89.6,137,High,Critical,0.65,Controlled_Adjustment,Night,57.14,2.2,19.57,10443.03,12063.9,02/04/2024 10:00
B3110,OncoDrug_C,Line_4,M4,3,216.55,197,High,Standard,0.8,Stable,Morning,60.63,2.52,10.78,26255.31,27366.86,02/04/2024 12:00
B3111,OncoDrug_B,Line_1,M3,2,119.11,160,High,Standard,0.41,Minor_Fluctuation,Night,43.71,3.18,9.5,16250.39,16943.92,02/04/2024 14:00
B3112,OncoDrug_C,Line_3,M5,5,189.18,80,High,Critical,0.45,Controlled_Adjustment,Morning,46.37,2.15,8.52,15832.67,16726.07,02/04/2024 16:00
B3113,OncoDrug_A,Line_4,M3,2,125.61,173,Medium,Strict,0.89,Minor_Fluctuation,Morning,71.9,2.53,9.35,17133.48,18170.03,02/04/2024 18:00
B3114,OncoDrug_D,Line_4,M1,4,160.17,135,Medium,Strict,0.48,Stable,Evening,53.74,2.52,8.52,20129.63,21128.3,02/04/2024 20:00
B3115,OncoDrug_C,Line_3,M3,5,147.6,129,High,Standard,0.5,Minor_Fluctuation,Night,40.17,2.07,9.75,17509.25,18316.0,02/04/2024 22:00
B3116,OncoDrug_B,Line_3,M1,5,123.71,185,Medium,Critical,0.62,Stable,Night,76.21,3.43,14.22,11021.7,13413.42,03/04/2024 00:00
B3117,OncoDrug_D,Line_4,M5,2,204.56,184,High,Standard,0.58,Stable,Night,58.96,2.67,19.95,25093.13,26583.83,03/04/2024 02:00
B3118,OncoDrug_C,Line_3,M2,3,142.86,152,Medium,Critical,0.92,Minor_Fluctuation,Night,83.73,2.58,16.05,15907.82,17900.59,03/04/2024 04:00
B3119,OncoDrug_A,Line_4,M3,4,241.6,154,Low,Critical,0.87,Controlled_Adjustment,Morning,91.38,3.32,9.45,23382.26,25458.11,03/04/2024 06:00
B3120,OncoDrug_C,Line_2,M2,6,155.36,65,Medium,Standard,0.47,Stable,Evening,33.6,3.22,18.93,20566.58,21851.22,03/04/2024 08:00
B3121,OncoDrug_C,Line_4,M5,2,122.09,135,High,Critical,0.61,Controlled_Adjustment,Morning,60.35,3.18,19.45,14931.93,16489.96,03/04/2024 10:00
B3122,OncoDrug_D,Line_1,M2,4,152.75,125,High,Critical,0.74,Stable,Morning,58.39,2.88,15.43,12412.74,13987.33,03/04/2024 12:00
B3123,OncoDrug_C,Line_3,M1,7,149.4,78,Medium,Strict,0.81,Stable,Night,47.93,3.2,15.03,13747.78,15541.96,03/04/2024 14:00
B3124,OncoDrug_A,Line_4,M2,2,214.96,176,Low,Strict,0.77,Minor_Fluctuation,Morning,81.68,3.48,9.33,17683.33,19014.71,03/04/2024 16:00
B3125,OncoDrug_B,Line_4,M1,3,212.32,61,Low,Standard,0.71,Minor_Fluctuation,Evening,43.46,3.02,11.32,27114.15,27999.29,03/04/2024 18:00
B3126,OncoDrug_A,Line_1,M3,6,132.8,68,Low,Standard,0.78,Minor_Fluctuation,Evening,44.19,3.0,13.43,10960.43,12349.46,03/04/2024 20:00
B3127,OncoDrug_A,Line_4,M2,7,241.66,181,Low,Critical,0.46,Minor_Fluctuation,Morning,86.73,2.92,11.43,24761.81,27524.16,03/04/2024 22:00
B3128,OncoDrug_A,Line_4,M1,2,121.07,191,High,Strict,0.46,Minor_Fluctuation,Night,62.22,2.58,18.02,13095.27,14537.74,04/04/2024 00:00
B3129,OncoDrug_A,Line_2,M4,4,243.67,154,High,Standard,0.8,Controlled_Adjustment,Morning,52.75,3.33,11.23,21050.37,22346.26,04/04/2024 02:00
B3130,OncoDrug_B,Line_4,M5,7,88.89,121,Medium,Standard,0.64,Minor_Fluctuation,Morning,44.42,2.28,13.02,10137.18,11425.36,04/04/2024 04:00
B3131,OncoDrug_B,Line_2,M3,5,234.65,188,High,Strict,0.53,Stable,Evening,62.6,2.83,16.5,19434.66,21354.39,04/04/2024 06:00
B3132,OncoDrug_D,Line_3,M5,2,227.61,142,High,Strict,0.52,Stable,Morning,52.78,3.0,10.35,23471.54,24334.5,04/04/2024 08:00
B3133,OncoDrug_B,Line_3,M2,5,102.98,109,High,Standard,0.58,Stable,Evening,36.84,3.02,16.05,13700.76,14847.71,04/04/2024 10:00
B3134,OncoDrug_D,Line_2,M3,6,129.23,139,Medium,Strict,0.44,Minor_Fluctuation,Morning,50.3,2.28,11.07,13750.96,14996.72,04/04/2024 12:00
B3135,OncoDrug_A,Line_2,M2,6,211.08,60,Medium,Strict,0.43,Controlled_Adjustment,Evening,33.94,2.55,12.75,28866.4,29818.41,04/04/2024 14:00
B3136,OncoDrug_D,Line_1,M5,6,232.68,71,Medium,Strict,0.61,Minor_Fluctuation,Evening,54.24,2.18,13.28,33741.33,35172.36,04/04/2024 16:00
B3137,OncoDrug_B,Line_2,M5,6,112.74,66,Low,Strict,0.54,Stable,Morning,40.49,2.23,16.22,13369.95,14569.13,04/04/2024 18:00
B3138,OncoDrug_B,Line_4,M4,3,245.83,138,Medium,Critical,0.72,Stable,Morning,73.49,2.33,18.03,33379.89,35219.59,04/04/2024 20:00
B3139,OncoDrug_D,Line_4,M4,6,98.88,155,Low,Standard,0.7,Minor_Fluctuation,Morning,57.14,2.97,9.47,8614.35,10172.37,04/04/2024 22:00
B3140,OncoDrug_B,Line_4,M5,7,105.95,140,Medium,Critical,0.58,Stable,Evening,66.28,3.02,17.75,13551.56,16127.65,05/04/2024 00:00
